Unnamed: 0,number,type,date,contact_type,short_description,content,category,subcategory,customer,resolved_at,close_notes,agent,reassigned_count,resolution_time,issue/request,software/system,output,assignment_group,item_id,role,poor_close_notes,info_score_close_notes,info_score_poor_close_notes
862,INC005068,Incident,3/19/2021 13:13,Email,GitLab Problem  : Process terminated due to segmentation fault (SIGSEGV) at memory address 0xdeadbeef,"Customer cannot use GitLab and is receiving the following error message:
['Error: ', 'Issue: ', '', '\t', '  ', '- ']Process terminated due to segmentation fault (SIGSEGV) at memory address 0xdeadbeef

I downloaded the latest update for the system and rebooted

Disconnected from VPN and reconnected

Issue resolved
Escalated to FPPO TEAM",SOFTWARE,ERROR,"Walker, Daniel",3/19/2021 17:46,"The customer reported a segmentation fault error while using GitLab, specifically receiving a message indicating that the process was terminated at memory address 0xdeadbeef. 
I downloaded the latest update for the system to ensure that all components were current. 
After the update, I rebooted the system to apply the changes. 
I also disconnected from the VPN and reconnected to rule out any network-related issues. 
Following these steps, the issue was resolved, and the customer was able to use GitLab without further problems. 
The case was escalated to the FPPO TEAM for further monitoring and support. 
Ticket closed as the issue has been successfully resolved and the customer is satisfied with the outcome.","Abbott, Ryder",1,16389.02053,Error - Process terminated due to segmentation fault (SIGSEGV) at memory address 0xdeadbeef,GitLab,Software/System: GitLab ; Issue/Request: Error - Process terminated due to segmentation fault (SIGSEGV) at memory address 0xdeadbeef,TIER 2 TEAM,10149,agent,Issue resolved. Customer can now use GitLab without any errors.,0.7000000000000001,0.1
863,INC0038373,Incident,1/26/2021 14:47,Phone,DEVEnv performance issues during heavy data manipulation tasks.,"I've been facing issues with DEVEnv's performance, especially when handling tasks that involve a lot of data manipulation. Despite confirming that there aren't any hardware issues, the problem persists, and I believe it needs further investigation by the Performance Optimization Team.",SOFTWARE,MALFUNCTION,"Martinez, James",1/26/2021 18:36,"The Performance Optimization Team investigated the reported slow performance of DEVEnv during heavy data manipulation tasks. Steps taken to resolve the issue included: 1) Verified that hardware components were functioning correctly, ruling out hardware issues. 2) Monitored system performance during data-intensive tasks to identify bottlenecks. 3) Identified and optimized inefficient queries and scripts. 4) Adjusted system resource allocations to better handle heavy loads. 5) Updated and optimized relevant software components to improve performance. After these steps, performance tests indicated significant improvements. The environment is now running smoothly, and users have confirmed the issue is resolved.","Martinez, James",0,229.04,DEVEnv Slow Performance Issue,DEVEnv,Software/System: DEVEnv ; Issue/Request: DEVEnv Slow Performance Issue,PERFORMANCE MONITORING,2167,customer,Issue Resolved,0.9,0.0
864,INC008858,Incident,2/18/2021 9:31,Phone,Symantec Endpoint Protection Error ,"I'm having trouble opening Symantec Endpoint Protection on my computer. Every time I try, I get this scary-looking error message that says 'Kernel panic - not syncing: Attempted to kill init!' I've tried restarting both the software and my entire computer, but nothing changes. Can you help me fix this?",SOFTWARE,ERROR,"Campbell, Sandra",2/18/2021 15:45,"Remoted in to the customer's computer to investigate the Symantec Endpoint Protection error. 
Noted the error message 'Kernel panic - not syncing: Attempted to kill init!' indicating a serious system issue rather than a software-specific problem. 
Checked the system logs for any additional errors or warnings that could provide insight into the kernel panic. 
Found that the system had outdated drivers that could potentially contribute to the instability. 
Assisted the customer in updating the necessary drivers and performing a system update to ensure all components were current. 
After the updates, restarted the computer and verified that Symantec Endpoint Protection launched without any errors. 
Informed the customer about the importance of keeping system drivers and software up to date to prevent similar issues in the future. 
The customer confirmed that the issue was resolved and they were able to access Symantec Endpoint Protection successfully. 
Ticket closed as the problem has been addressed and the customer is satisfied with the resolution.","Anderson, Emily",2,22476.08238,Error - Kernel panic - not syncing: Attempted to kill init!,Symantec Endpoint Protection,Software/System: Symantec Endpoint Protection ; Issue/Request: Error - Kernel panic - not syncing: Attempted to kill init!,TIER 2 TEAM,9049,customer,Issue resolved. Customer can now access Symantec Endpoint Protection.,0.9,0.1
865,INC0034961,Incident,1/7/2021 7:08,Email,Compatibility issues between EventExplorer and upgraded OS,I've been experiencing compatibility problems with EventExplorer since I upgraded my operating system. Please have someone look into this and resolve the compatibility issues.,SOFTWARE,ERROR,"Hall, Deborah",1/7/2021 8:48,Customer reported compatibility issues with EventExplorer after upgrading the operating system. Verified both software and OS versions to identify the compatibility gap. Unable to resolve due to known issues with current versions. Escalated to the Compatibility Issues Team for further investigation and a potential fix.,"Cooper, Steven",0,100.4,EventExplorer Compatibility Issue,EventExplorer,Software/System: EventExplorer ; Issue/Request: EventExplorer Compatibility Issue,APPLICATION SUPPORT,471,customer,ISSUE RESOLVED,0.7000000000000001,0.0
866,TASK0037929,Request,1/23/2021 8:44,Email,Request for advanced functionalities training on BIZSync,"A staff member is seeking instruction on the advanced functionalities of BIZSync to boost efficiency. We've evaluated the training resources at hand and arranged for an expert-led tutorial. 

This query is now under the consideration of the Training and Development Team.",SOFTWARE,CONFIGURATION,"Adams, Amber",1/23/2021 9:02,"The staff member requested guidance on advanced functionalities of BIZSync to enhance productivity. Upon evaluation, we arranged an expert-led tutorial. The Training and Development Team has been notified for further action. No immediate technical issues were reported; therefore, no troubleshooting steps were required.","Harris, Nicole",1,18.76,BIZSync Training Request,BIZSync,Software/System: BIZSync ; Issue/Request: BIZSync Training Request,APPLICATION SUPPORT,1949,agent,Software Installed,0.4,0.0
867,INC007159,Incident,3/19/2021 13:13,Email,Docker Enterprise is not working ,"Hi, I'm having issues with Docker Enterprise. Every time I try to use it, I keep getting this error message: 'Fatal Error: Unhandled exception in thread 0x7ffe01234abc at address 0x00007FF64E1F0C30'. I've already tried clearing my cache and cookies but the problem is still there. Can you help me fix this?",SOFTWARE,ERROR,"Gray, Tiffany",3/19/2021 14:50,"Investigated the reported error message: 'Fatal Error: Unhandled exception in thread 0x7ffe01234abc at address 0x00007FF64E1F0C30'.  
Checked the Docker Enterprise version and confirmed it was up to date.  
Cleared the Docker cache and settings to eliminate any potential corruption.  
Reinstalled Docker Enterprise to ensure all components were correctly configured.  
Tested the application after reinstalling and confirmed that the error no longer appeared.  
Provided the customer with steps to monitor for any future issues and suggested regular updates.  
The customer confirmed that Docker Enterprise is now functioning properly.  
Ticket closed as the issue has been resolved and the customer is satisfied.","Martinez, James",2,5863.478395,Error - Fatal Error: Unhandled exception in thread 0x7ffe01234abc at address 0x00007FF64E1F0C30,Docker Enterprise,Software/System: Docker Enterprise ; Issue/Request: Error - Fatal Error: Unhandled exception in thread 0x7ffe01234abc at address 0x00007FF64E1F0C30,TIER 2 TEAM,8798,customer,Issue resolved. Customer can now use Docker Enterprise without errors.,0.9,0.1
868,TASK0045634,Request,3/10/2021 10:52,Email,Request for educational session on ResourceRanger's complex features,"Request for an educational session on ResourceRanger's complex features to enhance work performance has been received. After assessing our instructional content, we've secured a time with a skilled instructor. 

The Training and Development Team is taking it from here.",SOFTWARE,ACCESS,"Vasquez, Luis",3/10/2021 11:47,Assessed available instructional content and coordinated with our Training and Development Team to schedule an educational session. Secured a time with a skilled instructor to enhance end-user understanding and work performance with ResourceRanger's advanced features. The Training and Development Team will facilitate the session from here.,"West, Oliver",0,55.22,ResourceRanger Training Request,ResourceRanger,Software/System: ResourceRanger ; Issue/Request: ResourceRanger Training Request,SERVICE DESK,5771,agent,Updated,0.3,0.0
869,INC0039174,Incident,1/30/2021 10:27,Chat,Sluggish performance with MobileManager during large queries.,"Users are experiencing sluggish behavior with MobileManager when executing large queries. Preliminary checks were performed to eliminate the possibility of hardware issues. 

The concern has been escalated to the Performance Optimization Team.",SOFTWARE,ERROR,"Ortiz, Theresa",1/30/2021 13:36,"Conducted preliminary checks and confirmed no hardware issues. Escalated to the Performance Optimization Team for further investigation into potential software performance-related concerns. Optimized query performance by indexing key database columns, and adjusted application settings to enhance efficiency. Users confirmed improvement in response times post-optimization.","Martinez, Isabella",3,189.66,MobileManager Slow Performance Issue,MobileManager,Software/System: MobileManager ; Issue/Request: MobileManager Slow Performance Issue,PERFORMANCE MONITORING,2574,agent,Issue resolved,0.8,0.0
870,TASK0047845,Request,3/23/2021 14:38,Phone,Request for DEVEnv 5.0 software installation,"The customer is requesting for the following software to be installed.

Name: DEVEnv 5.0

Please install the software on the user's machine as soon as possible. 

Escalating to Software Installation Team",SOFTWARE,INSTALLATION,"Gonzalez, Miguel",3/23/2021 14:46,Installed DEVEnv 5.0 on the user's machine. Took the following steps: 1. Verified the user's request and system compatibility. 2. Downloaded the installation package from the official website. 3. Ran the installer with administrative privileges. 4. Configured the software settings as per user requirements. 5. Tested the installation to confirm successful operation. 6. Informed the user about the completion and provided basic usage instructions.,"Lopez, Sofia",0,8.91,DEVEnv Install Request,DEVEnv,Software/System: DEVEnv ; Issue/Request: DEVEnv Install Request,APPLICATION SUPPORT,6885,agent,Software Installed,0.9,0.0
871,INC0053979,Incident,2/18/2021 14:54,Chat,Invoice processing delayed,We are experiencing a delay in invoice processing when they are transmitted from the Oracle ERP Cloud to our payment gateway application. This delay is causing significant disruptions in our payment lifecycle. We have checked with our payment gateway team and confirmed that the issue is on the ERP end. We would appreciate an urgent look into this matter to ensure timely invoice processing.,SOFTWARE,ERROR,"Carlson, Ruby",,"Investigated the delay in invoice processing between the Oracle ERP Cloud and the payment gateway application. 
Collaborated with the payment gateway team to confirm that the issue was originating from the ERP system. 
Reviewed the configuration settings in the Oracle ERP Cloud and identified a misconfiguration in the invoice transmission settings. 
Corrected the misconfiguration and performed a test transmission to ensure that invoices were processed correctly. 
Monitored the system for a period to verify that the issue was resolved and that invoices were being transmitted without delay. 
Communicated the resolution and steps taken to the relevant stakeholders to keep them informed. 
The invoice processing is now functioning as expected, and the customer has confirmed that they are satisfied with the resolution. 
Ticket closed as the issue has been successfully resolved.","Lopez, Kevin",1,9580.238205,Integration failure with third-party applications,Oracle ERP Cloud,Software/System: Oracle ERP Cloud ; Issue/Request: Integration failure with third-party applications,,12100,customer,Issue has been addressed. No further action needed.,0.9,0.0
872,INC0040404,Incident,2/6/2021 10:35,Phone,Performance issues with TalentBoost causing slow response times during data processing tasks.,"Reported performance issues with TalentBoost, notably slow response times during data processing tasks. 
Conducted preliminary system checks to rule out hardware limitations. 

Escalating to Performance Optimization Team",SOFTWARE,MALFUNCTION,"Phillips, Abigail",2/6/2021 13:46,"Issue resolved by optimizing the application performance. First, performed preliminary system checks to rule out hardware limitations, confirming that the hardware was not the bottleneck. Next, checked for any software updates or patches that might improve performance, and applied those available. Then, analyzed the application logs to identify any inefficiencies or errors during data processing tasks. Adjusted configuration settings and parameters to improve processing efficiency. Cleared any unnecessary background processes and ensured that sufficient resources were allocated to the application. Finally, conducted a series of performance tests to verify improvements. The application now runs with significantly improved response times during data processing tasks.","Garcia, David",0,191.38,TalentBoost Slow Performance Issue,TalentBoost,Software/System: TalentBoost ; Issue/Request: TalentBoost Slow Performance Issue,PERFORMANCE MONITORING,3169,agent,ISSUE RESOLVED,0.8,0.0
873,TASK0037367,Request,1/20/2021 12:54,Chat,Request for advanced training on Coursera for Business,The customer has requested assistance with training on advanced features of Coursera for Business to enhance their work performance. We have arranged a session with a skilled instructor from our Training and Development Team to provide the necessary guidance.,SOFTWARE,TRAINING,"Harris, James",1/20/2021 15:43,"User requested training on advanced features of Coursera for Business. Coordinated with the Training and Development Team to schedule a session with an experienced instructor. The training was conducted successfully, and the user reported enhanced understanding and performance improvement as a result.","Richardson, Owen",0,169.67,Coursera for Business Training Request,Coursera for Business,Software/System: Coursera for Business ; Issue/Request: Coursera for Business Training Request,TRAINING AND DEVELOPMENT TEAM,1663,agent,ISSUE RESOLVED,0.5,0.0
874,INC0045853,Incident,3/11/2021 9:58,Chat,Unable to export reports from AWS in the desired format.,"Issue with exporting reports from Amazon Web Services (AWS) in the desired format. 
Tested export function with different settings to identify the malfunction. 

Escalating to Technical Support Team",SOFTWARE,CONFIGURATION,"Elliott, Sarah",3/11/2021 12:01,"Issue: User was unable to export reports from AWS in the desired format. Resolution Steps: 1. Verified user permissions and role configurations related to report generation and export functionalities. 2. Checked AWS service status to ensure no ongoing outages or issues. 3. Tested export functionality with various settings (CSV, Excel, PDF) to replicate the issue. 4. Cleared browser cache and cookies to rule out client-side issues. 5. Updated AWS CLI and SDKs to the latest versions to ensure compatibility. 6. Verified the report sizes and ensured they were within acceptable limits for export. 7. Configured export settings to match user requirements and successfully exported a test report. Outcome: The issue was resolved by identifying and correcting mismatched export settings in the AWS Management Console. User confirmed successful export of reports.","West, Oliver",3,123.72,Amazon Web Services (AWS) Export Issue,Amazon Web Services (AWS),Software/System: Amazon Web Services (AWS) ; Issue/Request: Amazon Web Services (AWS) Export Issue,CLOUD INFRASTRUCTURE,5878,customer,Resolved,0.9,0.0
875,TASK0043630,Request,2/26/2021 8:08,Chat,Request to upgrade HubSpot to the latest version,"Hello, I would like to request an upgrade to the latest version of HubSpot to utilize the new features and improvements. Could you please confirm if this will impact any of my ongoing projects or if there are any compatibility issues with the existing data? Thank you!",SOFTWARE,INSTALLATION,"Coleman, George",2/26/2021 10:03,Performed an assessment to ensure the upgrade would not negatively impact ongoing projects and checked for compatibility with existing data. Verified system requirements and dependencies for the latest HubSpot version. Successfully backed up all existing data and configurations. Initiated the upgrade process by downloading and installing the latest version of HubSpot. Conducted post-upgrade testing to confirm all functionalities were working as expected. Provided information on new features and improvements to enhance user experience. Confirmed with the user that everything was functioning correctly.,"Price, Andrew",0,115.21,HubSpot Upgrade Request,HubSpot,Software/System: HubSpot ; Issue/Request: HubSpot Upgrade Request,APPLICATION SUPPORT,4779,customer,Software Installed,0.8,0.0
876,TASK0038656,Request,1/28/2021 0:46,Phone,Request for installation of McAfee Endpoint Security 5.0,"Customer is requesting for the following software to be installed.

Name: McAfee Endpoint Security
Version: 5.0

Please install the software on the user's machine as soon as possible. 

Escalating to Software Installation Team",SOFTWARE,INSTALLATION,"Foster, Erin",1/28/2021 5:41,"The request for installing McAfee Endpoint Security 5.0 on the client's machine has been completed. The following steps were taken:
1. Verified the user's system met the minimum requirements for McAfee Endpoint Security 5.0.
2. Downloaded the installation package from the official McAfee site.
3. Executed the installer and followed the on-screen instructions to complete the installation.
4. Verified the installation by checking the software version and ensuring it was running correctly.
5. Rebooted the user's system to finalize the installation process.
6. Informed the user about the completion of the installation and confirmed that the software was functioning as expected.
The ticket has been successfully resolved.","Nelson, Eva",1,295.4,McAfee Endpoint Security Install Request,McAfee Endpoint Security,Software/System: McAfee Endpoint Security ; Issue/Request: McAfee Endpoint Security Install Request,DESKTOP SUPPORT,2310,agent,The issue has been resolved,0.9,0.0
877,INC0085679,Incident,2/13/2021 13:25,Email,Missing overtime payment in paycheck,"I recently received my paycheck, and it appears that the overtime hours I worked last month haven't been included in the payment. I worked an additional 15 hours over my usual 40, and this should have been reflected in the latest payroll processing. Could someone look into this and let me know when the correction will be made?",SOFTWARE,ERROR,"Nguyen, Thi",,"Reviewed the payroll records for the last pay period to verify the reported missing overtime hours. 
Confirmed that the additional 15 hours of overtime were not included in the payroll processing. 
Coordinated with the payroll department to address the discrepancy and ensure the overtime hours are accounted for. 
The payroll team has confirmed that a correction will be processed in the next payroll cycle. 
Informed the customer about the resolution timeline and assured them that the adjustment will be reflected in their upcoming paycheck. 
The customer expressed appreciation for the prompt assistance. 
Ticket closed as the issue has been addressed and the customer is satisfied with the resolution.","Cole, Layla",0,7310.656635,Problems with payroll processing and calculations.,Workday,Software/System: Workday ; Issue/Request: Problems with payroll processing and calculations.,,12178,customer,Issue resolved. Overtime payment has been addressed.,0.8,0.1
878,TASK0045304,Request,3/9/2021 7:33,Phone,Support required for installing Microsoft Dynamics 365 version 5.2,I need support in installing Microsoft Dynamics 365 version 5.2 on the marketing team's laptops. The installation request is being forwarded to the Technical Support Team.,SOFTWARE,INSTALLATION,"Torres, Jonathan",3/9/2021 9:35,The request was addressed by following these steps:   1. Verified that all marketing team laptops met the minimum system requirements for Microsoft Dynamics 365 version 5.2.  2. Downloaded the latest installer from the official Microsoft Dynamics 365 website.  3. Conducted a clean installation of Microsoft Dynamics 365 version 5.2 on each laptop.  4. Performed necessary configurations post-installation to ensure software functionality.  5. Verified successful installation and performed basic functionality tests.  6. Provided a brief training session to the marketing team on how to use the new software.  The issue is resolved and Dynamics 365 version 5.2 is now operational on all specified laptops.,"Hamilton, Elijah",0,122.56,Microsoft Dynamics 365 Install Request,Microsoft Dynamics 365,Software/System: Microsoft Dynamics 365 ; Issue/Request: Microsoft Dynamics 365 Install Request,CRM SUPPORT,5611,customer,Issue resolved,0.9,0.0
879,INC0090473,Incident,1/14/2021 8:56,Chat,Client facing storage issues due to index mismanagement,"Upon receiving the client's complaint about excessive storage utilization in their Elastic Security deployment, a thorough assessment was conducted. It became evident that the root of the problem lies in the mismanagement of indices—specifically, the indices are neither rolling over nor being deleted as their retention policy intends. This misconfiguration is leading to significant, unnecessary storage consumption. We need to guide the client through checking the index management settings, ensuring proper lifecycle management processes are in place to prevent reaching critical storage levels.",SOFTWARE,ERROR,"Diaz, Benjamin",,"Conducted a thorough assessment of the client's Elastic Security deployment to address excessive storage utilization. 
Identified that the root cause of the issue was the mismanagement of indices, which were neither rolling over nor being deleted according to the established retention policy. 
Guided the client through the process of checking their index management settings to ensure proper lifecycle management is in place. 
Discussed the importance of configuring index rollover and deletion to prevent unnecessary storage consumption. 
Provided recommendations for monitoring index performance and storage levels to avoid reaching critical thresholds in the future. 
The client is now aware of the necessary steps to manage their indices effectively and prevent similar issues moving forward. 
Ticket closed as the issue has been resolved and the client is satisfied with the guidance provided.","Rogers, Frank",0,5911.919664,Index management issues resulting in excessive storage use.,Elastic Security (Elasticsearch SIEM),Software/System: Elastic Security (Elasticsearch SIEM) ; Issue/Request: Index management issues resulting in excessive storage use.,,12862,agent,Issue resolved. Client's storage concerns addressed. No further action required.,0.8,0.1
880,INC002767,Incident,2/3/2021 9:54,Chat,IBM Cognos Analytics Problem : A JavaScript error occurred in the main process,"Customer cannot use IBM Cognos Analytics and is receiving the following error message:
['Error: ', 'Issue: ', '', '\t', '  ', '- ']A JavaScript error occurred in the main process

Clicked the check box to remember the password

Issue resolved
Escalated to Software Analyst",SOFTWARE,ERROR,"Reynolds, Addison",2/3/2021 16:38,"Investigated the reported JavaScript error occurring in IBM Cognos Analytics. 
Confirmed that the error message was displayed as: ""A JavaScript error occurred in the main process."" 
Checked the customer's configuration and noted that they had clicked the checkbox to remember the password prior to the issue arising. 
Escalated the issue to a Software Analyst for further analysis and resolution. 
The Software Analyst provided guidance which resolved the issue. 
The customer can now access IBM Cognos Analytics without encountering the error. 
Ticket closed as the issue has been resolved and the customer is satisfied with the outcome.","Marshall, Brayden",0,24287.64999,Error - A JavaScript error occurred in the main process,IBM Cognos Analytics,Software/System: IBM Cognos Analytics ; Issue/Request: Error - A JavaScript error occurred in the main process,TIER 2 TEAM,8705,agent,Issue resolved. Customer can now use IBM Cognos Analytics without errors. No further action required.,0.7000000000000001,0.1
881,TASK0044816,Request,3/4/2021 13:42,Phone,1-Day PIV Card Exemption Request Denied Due to Security Verification Failure,"I am writing to request a 1-Day PIV Card Exemption because my card has become discolored due to sun exposure. However, during the process, I failed the verification as I could not correctly answer a crucial security question. I was informed that due to this, I cannot be issued an exemption.",SECURITY,ACCESS,"Jones, Robert",3/4/2021 15:30,"The customer requested a 1-Day PIV Card Exemption because their PIV card is discolored from sun exposure. However, the customer failed to answer a crucial security question correctly during the verification process. As a result, the exemption request cannot be approved. The customer has been informed of the failure and advised to request a new PIV card through the standard replacement process. Verified the customer's details, attempted re-verification with different security questions, but the customer was unable to provide correct answers. No further action can be taken on this exemption request.","Sanders, Philip",0,108.19,PIV Exemption,PIV,Software/System: PIV; Issue/Request: PIV Exemption,USER ACCESS MANAGEMENT,5362,customer,Closed,0.8,0.0
882,INC0058782,Incident,1/6/2021 15:16,Self-service,PowerPoint crashes in presentation mode,"Whenever I try to start a presentation in PowerPoint, the application crashes. This has been happening consistently, and it interrupts my workflow. Please assist.",SOFTWARE,ERROR,"Watson, Francis",,"Remoted in to the user's machine to observe the issue with PowerPoint crashing in presentation mode. 
Checked the version of PowerPoint, which was confirmed to be 2021. 
Reviewed recent updates and found that the application was not fully updated. 
Installed the latest updates for PowerPoint to ensure all patches were applied. 
Cleared the cache and temporary files associated with the application to eliminate any corrupted data. 
Tested the presentation mode after updates and cache clearing, and the application functioned without crashing. 
Provided the user with tips on how to maintain the application and recommended regular updates to prevent future issues. 
The user confirmed that they could now start presentations without any problems. 
Ticket closed as the issue has been resolved and the user is satisfied with the outcome.","Cole, Layla",2,9874.572456,PowerPoint crashing during presentation mode.,Microsoft 365 Suite,Software/System: Microsoft 365 Suite ; Issue/Request: PowerPoint crashing during presentation mode.,,12014,customer,Issue resolved. User can now proceed with presentations.,0.9,0.1
883,TASK0046553,Request,3/16/2021 8:31,Email,Request for additional WLCalc license,"Hi, I need an additional license for WLCalc as I have some important work to do. I have contacted someone about this and hopefully, it will be sorted soon.",SOFTWARE,ACCESS,"Willis, Julia",3/16/2021 10:56,User requested an additional license for WLCalc due to important upcoming work. Verified the current license status and available licenses through the license management portal. Confirmed that additional licenses were available. Processed the request and assigned an additional license to the user. Informed the user about the additional license assignment and provided instructions on how to activate the license on their WLCalc software. User confirmed successful activation and functionality of the software with the new license. Issue resolved.,"Alexander, Charlotte",0,145.12,WLCalc License Request,WLCalc,Software/System: WLCalc ; Issue/Request: WLCalc License Request,IT PROCUREMENT,6232,customer,ISSUE RESOLVED,0.9,0.0
884,INC006081,Incident,1/14/2021 8:56,Chat,Bitbucket Error  NetworkError: Failed to execute 'fetch',"The customer is experiencing an issue with Bitbucket and is receiving the following error message:
['Error: ', 'Issue: ', '', '\t', '  ', '- ']NetworkError: Failed to execute 'fetch'

I downloaded the latest update for the system and rebooted

Disconnected from VPN and reconnected

Issue resolved
Escalating to FPPO TEAM",SOFTWARE,ERROR,"Stewart, Aurora",1/14/2021 9:29,"The customer reported a Bitbucket error: ""NetworkError: Failed to execute 'fetch'."" 
I downloaded the latest system update and performed a reboot to ensure all components were up to date. 
Disconnected from the VPN and reconnected to refresh the network connection. 
After these steps, the issue was resolved successfully. 
I have escalated the case to the FPPO TEAM for further monitoring and support if needed. 
The customer has been informed of the resolution and is satisfied with the outcome. 
Ticket closed.","Ortega, Luis",2,2012.521645,Error - NetworkError: Failed to execute 'fetch',Bitbucket,Software/System: Bitbucket ; Issue/Request: Error - NetworkError: Failed to execute 'fetch',TIER 2 TEAM,9553,agent,Issue resolved. Escalated to FPPO TEAM for further assistance.,0.7000000000000001,0.1
885,TASK0047238,Request,3/19/2021 8:08,Phone,Bulk request for QuantumDB licenses for new hires,"A group of new hires across various departments have necessitated a bulk request for QuantumDB licenses to get them started. Checked our license pool and matched it against incoming needs. 

This batch request is now with the Licensing Team.",SOFTWARE,ACCESS,"Flores, Rachel",3/19/2021 11:28,The licensing request for QuantumDB was initiated due to a group of new hires across various departments. Verified the existing license pool against the newly identified needs. Sent the batch request to the Licensing Team for processing. No further action required at this time.,"Edwards, Jerry",1,200.3,QuantumDB License Request,QuantumDB,Software/System: QuantumDB ; Issue/Request: QuantumDB License Request,USER ACCESS MANAGEMENT,6571,agent,Issue Resolved,0.6000000000000001,0.0
886,INC0045249,Incident,3/6/2021 14:36,Self-service,Unable to export reports from NOCDesk,I can't export reports from NOCDesk as I want to. I've tried adjusting the export settings but it's not functioning as expected. Can you please assist with troubleshooting and fixing this issue?,SOFTWARE,ERROR,"Price, Harper",3/6/2021 15:34,The issue was resolved by following these troubleshooting steps: 1) Verified the user’s export settings in NOCDesk to ensure they were configured correctly. 2) Cleared the browser cache and cookies to rule out any temporary issues. 3) Tested the export function in an incognito browser window to eliminate possible browser extensions causing conflicts. 4) Confirmed the user had the necessary permissions to export reports. 5) Identified a formatting error in the report template causing the export to fail. Corrected the template and tested the export function successfully. User was able to export reports without further issues.,"Alvarez, Xavier",1,58.76,NOCDesk Export Issue,NOCDesk,Software/System: NOCDesk ; Issue/Request: NOCDesk Export Issue,APPLICATION SUPPORT,5583,customer,Fixed,0.9,0.0
887,INC0012432,Incident,3/19/2021 13:13,Email,Addressing app inconsistencies from time sync issues,"A customer has reported inconsistencies in their application behavior, likely arising from a time mismatch between cluster and node times in their Kubernetes setup. We need a detailed investigation into the time synchronization process and ensure the time settings across the nodes and cluster are uniformly adjusted to correct and prevent further disruption in tasks and application workflows.",SOFTWARE,ERROR,"Parker, Ryan",,"Investigated the reported inconsistencies in application behavior related to time synchronization issues within the Kubernetes setup. 
Checked the time settings on all nodes and the cluster to identify any discrepancies. 
Discovered that there were mismatches in the system time across several nodes, which was causing the application inconsistencies. 
Adjusted the time settings on the affected nodes to ensure they were synchronized with the cluster time. 
Implemented NTP (Network Time Protocol) on all nodes to maintain consistent time across the environment going forward. 
Tested the application behavior post-adjustment and confirmed that the inconsistencies were resolved. 
Provided the customer with documentation on monitoring time synchronization and maintaining uniformity across their Kubernetes setup. 
The customer expressed satisfaction with the resolution and understanding of the changes made. 
Ticket closed as the issue has been resolved.","Lopez, Sofia",1,6626.982279,Unsynchronized cluster and node time disrupting app behavior,Kubernetes,Software/System: Kubernetes ; Issue/Request: Unsynchronized cluster and node time disrupting app behavior,,12407,agent,The issue has been addressed. Time sync inconsistencies are resolved. No further action needed.,0.9,0.1
888,TASK0037837,Request,1/22/2021 13:39,Email,Request for additional licenses for DevOps Dashboard.,The customer has reported that several team members have requested additional licenses for the DevOps Dashboard due to increased usage for their projects. The customer has checked their current licenses and believes more are needed. The customer requests that this issue be escalated to the Licensing Team for further assistance.,SOFTWARE,ACCESS,"O'Connor, Liam",1/22/2021 19:20,Reviewed the current licensing usage for DevOps Dashboard as reported by the team. Verified that current licenses are indeed insufficient for the team's needs. Escalated the issue to the Licensing Team for procurement of additional licenses. Received confirmation from the Licensing Team that the order for additional licenses has been placed and a timeline for delivery has been provided to the requesting team.,"Alexander, Charlotte",0,341.04,DevOps Dashboard License Request,DevOps Dashboard,Software/System: DevOps Dashboard ; Issue/Request: DevOps Dashboard License Request,IT PROCUREMENT,1901,agent,Fixed,0.8,0.0
889,INC0038251,Incident,1/26/2021 10:37,Phone,Compatibility issues between FacilityPro and upgraded OS,I recently upgraded my operating system and now I'm facing compatibility issues with FacilityPro software. Could you please check and confirm if there's a compatibility problem between the new OS version and the software?,SOFTWARE,MALFUNCTION,"Turner, Benjamin",1/26/2021 17:18,The issue was identified as a compatibility problem between the FacilityPro application and the newly upgraded operating system. The following steps were taken to troubleshoot and resolve the issue: 1. Verified the current software version of FacilityPro. 2. Confirmed the version of the newly upgraded operating system. 3. Identified a gap in compatibility between the two versions. The ticket has been escalated to the Compatibility Issues Team for further investigation and resolution.,"Lopez, Sofia",0,401.11,FacilityPro Compatibility Issue,FacilityPro,Software/System: FacilityPro ; Issue/Request: FacilityPro Compatibility Issue,APPLICATION SUPPORT,2109,customer,Closed,0.7000000000000001,0.0
890,TASK0036691,Request,1/15/2021 15:20,Phone,Request for NOCDesk customization,The customer has requested some modifications to NOCDesk to better suit their department's requirements. They have provided a list of the customizations needed. Please forward this request to the Custom Solutions Team for further action.,SOFTWARE,CONFIGURATION,"Wang, Li",1/15/2021 18:18,The request for NOCDesk customization was reviewed and forwarded to the Custom Solutions Team as specified. Steps taken: 1. Verified and documented the specific customization needs as described. 2. Submitted the documented requirements to the Custom Solutions Team for evaluation and action. 3. Communicated to the requester that their requirements have been forwarded and they will be contacted by the Custom Solutions Team for further updates.,"Campbell, Samantha",0,178.26,NOCDesk Configuration Request,NOCDesk,Software/System: NOCDesk ; Issue/Request: NOCDesk Configuration Request,DEVOPS TEAM,1330,agent,The issue has been resolved,0.7000000000000001,0.0
